date,cash,equity,margin,market_value,pnl,unrealized_pnl,fees
2023-01-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-04,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-05,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-09,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-10,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-11,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-12,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-13,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-16,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-17,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-18,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-19,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-20,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-30,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-31,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-01,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-02,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-07,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-08,269816.91,995690.69,0.0,995690.69,-4309.31,0.0,182.5
2023-02-09,603770.7,1002016.12,0.0,1002016.12,2016.12,0.0,899.16
2023-02-10,539865.69,1007184.51,0.0,1007184.51,7184.51,0.0,1319.43
2023-02-13,607142.85,1008974.18,0.0,1008974.18,8974.18,0.0,1604.5
2023-02-14,674962.29,1009773.66,0.0,1009773.66,9773.66,0.0,1789.94
2023-02-15,205103.49,1002962.56,0.0,1002962.56,2962.56,0.0,2106.11
2023-02-16,202775.05,995046.31,0.0,995046.31,-4953.69,0.0,2302.67
2023-02-17,930711.34,996826.19,0.0,996826.19,-3173.81,0.0,3213.73
2023-02-20,996494.37,996494.37,0.0,996494.37,-3505.63,0.0,3296.06
2023-02-21,666315.18,993906.49,0.0,993906.49,-6093.51,0.0,3378.58
2023-02-22,794671.11,991894.5,0.0,991894.5,-8105.5,0.0,3638.32
2023-02-23,336953.57,988990.75,0.0,988990.75,-11009.25,0.0,3852.33
2023-02-24,270352.39,993057.64,0.0,993057.64,-6942.36,0.0,4063.34
2023-02-27,531911.96,988266.25,0.0,988266.25,-11733.75,0.0,4488.95
