date,cash,equity,margin,market_value,pnl,unrealized_pnl,fees
2023-01-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-04,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-05,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-09,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-10,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-11,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-12,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-13,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-16,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-17,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-18,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-19,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-20,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-30,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-31,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-01,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-02,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-07,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-08,901304.93,998514.53,0.0,998514.53,-1485.47,0.0,24.67
2023-02-09,901304.93,1003428.13,0.0,1003428.13,3428.13,0.0,24.67
2023-02-10,601749.77,1002009.57,0.0,1002009.57,2009.57,0.0,99.54
2023-02-13,502045.53,1003846.57,0.0,1003846.57,3846.57,0.0,124.46
2023-02-14,402184.32,1003437.03,0.0,1003437.03,3437.03,0.0,149.42
2023-02-15,1012352.35,1012352.35,0.0,1012352.35,12352.35,0.0,913.08
2023-02-16,1012352.35,1012352.35,0.0,1012352.35,12352.35,0.0,913.08
2023-02-17,1012352.35,1012352.35,0.0,1012352.35,12352.35,0.0,913.08
2023-02-20,1012352.35,1012352.35,0.0,1012352.35,12352.35,0.0,913.08
2023-02-21,911242.71,1010197.21,0.0,1010197.21,10197.21,0.0,938.35
2023-02-22,810298.14,1010106.04,0.0,1010106.04,10106.04,0.0,963.58
2023-02-23,908580.29,1009104.42,0.0,1009104.42,9104.42,0.0,1237.83
2023-02-24,808197.04,1008757.8,0.0,1008757.8,8757.8,0.0,1262.92
2023-02-27,808136.06,1006650.5,0.0,1006650.5,6650.5,0.0,1412.91
