date,cash,equity,margin,market_value,pnl,unrealized_pnl,fees
2023-01-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-04,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-05,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-09,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-10,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-11,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-12,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-13,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-16,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-17,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-18,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-19,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-20,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-30,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-01-31,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-01,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-02,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-03,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-06,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-07,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0
2023-02-08,512334.55,995753.62,0.0,995753.62,-4246.38,0.0,121.89
2023-02-09,413460.81,1002505.55,0.0,1002505.55,2505.55,0.0,296.85
2023-02-10,316289.07,993049.63,0.0,993049.63,-6950.37,0.0,470.2
2023-02-13,217118.48,1002180.62,0.0,1002180.62,2180.62,0.0,494.99
2023-02-14,218549.9,997484.29,0.0,997484.29,-2515.71,0.0,794.71
2023-02-15,119677.89,1003068.4,0.0,1003068.4,3068.4,0.0,966.17
2023-02-16,119905.12,971511.85,0.0,971511.85,-28488.15,0.0,1115.52
2023-02-17,210800.71,957995.34,0.0,957995.34,-42004.66,0.0,1515.35
2023-02-20,113814.2,971595.61,0.0,971595.61,-28404.39,0.0,1824.65
2023-02-21,301505.3,972218.77,0.0,972218.77,-27781.23,0.0,2059.56
2023-02-22,297220.99,974532.01,0.0,974532.01,-25467.99,0.0,2344.77
2023-02-23,110705.36,964752.28,0.0,964752.28,-35247.72,0.0,2535.45
2023-02-24,17596.02,978295.16,0.0,978295.16,-21704.84,0.0,2847.81
2023-02-27,114213.14,975690.89,0.0,975690.89,-24309.11,0.0,2968.73
